name,latitude,longitude
C. BARATTA,38.7046855417723,16.2145208822861
C. BARBIERI,38.7037864529261,16.1601906917288
C. BARBIERI ( DIR.),38.5455003438003,15.9795975534375
C. BARDO,38.615438546182,16.2485518066348
C. BARONE,38.585518862012,16.0075011442837
C. BARONE,38.5805245245842,16.0376252148932
C. BARONE,38.6869587240739,16.1385336178148
C. BARONELLO PICCOLO,38.5985164219918,16.0196715266644
C. BELVEDERE,38.5599020085727,15.9354216948401
C. BEVIVINO,38.74564965606,16.1830300945349
C. BIANCA,38.5631974141759,15.9210137796941
C. BIZZURRO,38.6212323380758,15.9625118454982
C. BOGGIANO,38.4684096996232,16.355983216269
C. BRAGHO,38.5830491984791,16.0344124383591
C. BRAGO,38.6419980460877,16.0039826024836
C. BRANCOLINO,38.5509562081866,15.9983543070465
C. BRENI,38.6738906834796,16.1414533017143
C. BROSIO,38.5635068643724,15.9554858883532
C. BROSIO,38.5498487527436,16.037620225236
C. BRUNIA,38.6517972900247,16.0376413108384
C. CACURI,38.5787352104262,16.0482990628688
C. CAGGIOLA,38.7116885470437,16.1836547249888
C. CALIFANO,38.6588552836924,16.063510519236
C. CALOGERO,38.5606847830954,15.954553280477
C. CAMIDA,38.6028217634913,16.2753547357433
C. CANESCI,38.6885928749693,16.2091437766203
C. CANT.RA,38.6702761672455,16.0827953927961
C. CAPIALBI,38.6765908998269,16.1165847950327
C. CAPIALTRI,38.6720243261755,16.1406305014938
C. CAPITOLO,38.5384628692682,16.0018761686588
C. CAPOCANALI,38.6750399405655,16.3063164990683
C. CAPPELLANO GRECO,38.609241808901,16.2338125837024
C. CAPPO,38.666476140572,16.033680734519
C. CAPPUCCINI,38.594172657362,16.0740840323286
C. CARNAVALI,38.7081658571702,16.2460228557445
C. CARRIERI,38.7515665534709,16.1975354814606
C. CARUSO,38.629146771274,15.9677069968769
C. CASTAGNA,38.5345604608793,16.0123889042241
C. CASTELLANA,38.6926576044946,16.2169045670135
C. CECATO,38.6215637393526,16.3368655355471
C. CERASO,38.6273405568501,16.0252952222807
C. CHIANETTA,38.6016518965566,15.9688305531796
C. CHIANTI,38.6360993898632,16.0066692606211
C. CHIODO,38.6558192344625,16.0484448720305
C. CHIUSELLA,38.6496519846463,16.0151098561256
C. CHIUSI,38.6091677986448,16.0432289306472
C. CICCIA,38.70248547579,16.1523267213109
C. CILIBERTI,38.7195557755261,16.1419493546194
C. CIMERATO,38.6322868260224,16.2936265245956
C. CIPRIANI,38.5287294660889,15.9544980399762
C. COCARI,38.6970895535631,16.1252977997572
C. COCUMELI,38.688496884694,16.2914419306708
C. COLA MATTEO,38.6362927281031,16.2534517914743
C. COLERICO,38.5955789693571,16.0681223937921
C. COLLA,38.4825099900696,16.3374224093511
C. COLLOCA,38.5686735265112,16.0538347670405
C. CONICI,38.6666676313955,16.0002580503968
C. CONIDI,38.7577719311217,16.283597778446
C. CONTARTESI,38.5424573045647,15.9792464583813
C. CORAGLIONI,38.6236157535549,16.001715923023
C. CORSARO,38.5830245790753,15.9699349773046
C. CORTI,38.5621854976537,16.1065254209796
C. CORTOLANO,38.6093887905759,16.3282096514663
C. CORVO,38.7144571281707,16.1509546777135
C. COTTURA BOSCO,38.7358016327342,16.2179930549181
C. CRICENTI,38.7140556840244,16.2429736504647
C. CRISTOFORO,38.5743417727764,15.9898501095317
C. CROCIFISSO,38.6867844572183,16.226175403231
C. CUCCIA,38.6473488554046,15.952507543699
C. CUGLIARI,38.7021472089689,16.159198212852
C. CUTA,38.749906798337,16.209947341019
C. CUTERI,38.5709239544571,16.3404146414339
C. DESTALI,38.7771818433384,16.2795136323265
C. DI LAZZARO,38.5532865688823,15.9849593342817
C. DONNA LAURA,38.6210719904444,16.0573006389079
C. DRAGA,38.7026577987818,16.1811138358656
C. DRAGO,38.7863250426092,16.2723776468334
C. FALCONE,38.762499587128,16.3130890487608
C. FAZZARI,38.5816089647306,16.0574220737336
C. FERSI,38.569348422798,16.2060863756197
C. FILANDARO,38.7968503106855,16.2405185933198
C. FILICUSA,38.6059956824123,15.9698996122365
C. FINOCCHIO,38.446099622585,16.3743123247841
C. FONTANE,38.6123243829015,16.0399093651996
C. FORCHI,38.6226206857332,15.991581782441
C. FORCONE,38.6491697534,16.0382239480386
C. FORNO,38.7134259780872,16.1739989873758
C. FRACASSO,38.7494686364653,16.1964877746371
C. FRAGALA,38.7424258139717,16.2109716990263
C. FRALLARIO,38.4922558783738,16.3275352294945
C. FRANCIA,38.6187704435651,16.2529859120277
C. FRESCA,38.625446221287,16.0756877218854
C. FROGGIO,38.6753604642548,16.0835732278104
C. GAGLIARDA,38.5418986334958,15.9362785132629
C. GAGLIARDI,38.6623018930244,16.0729172602329
C. GALATI,38.5505050168066,16.0599270476486
C. GALATI,38.5415465120537,16.1543550798263
C. GALIANI,38.6993552964533,16.2742157742255
C. GALLINA,38.7513483308729,16.233251756731
C. GALLONE,38.521231246955,16.2091141525525
C. GALLUPPI,38.6361047776474,15.9421905252959
C. GARISTO,38.5794648543103,16.0702371445913
C. GASPARRO,38.713501920119,16.0927291675767
C. GELBIOLO,38.6671810794128,16.0405645045322
C. GEMELLI,38.770673414435,16.2370492131733
C. GIFFONE,38.5902045829798,15.9459994489268
C. GR.TA DAGADARNE,38.5847578095131,15.9974559036819
C. GRANATURA,38.7015100496264,16.2061528682381
C. GRILLO,38.5823014038657,15.9712914738607
C. GRILLUZZO,38.7337143940891,16.22284717377
C. IANERA,38.6029512625523,16.0236733391638
C. IANNACCI,38.6310964377876,16.0326899414888
C. IMPISU,38.703993178584,16.2273202843269
C. IOZZO,38.6813524424347,16.2986252122963
C. IUDEO,38.6550923290641,16.0690171992814
C. LA COTURA,38.6482115660536,16.3096786520279
C. LA GAMBA,38.5627434325511,15.979165886477
C. LAPA,38.7179178367064,16.0115888789902
C. LAVRISI,38.6524560967575,16.0486486701438
C. LEOPOLDO,38.6186180796735,16.073437727139
C. LIPPO,38.6046056481814,15.9526197909817
C. LORENZO,38.5922121168593,16.0325919106439
C. LUCANIA,38.5866587797423,16.0048878006732
C. MACCARONE,38.5720150401174,16.0111350825239
C. MADAMA,38.7146764416141,15.9859512234269
C. MADDALENA,38.7105566495915,16.2097207300743
C. MALERBA,38.6954281062361,16.2251501094653
C. MANCINO,38.7925818924682,16.2579463405512
C. MANDORLI,38.78295443918,16.2388731960309
C. MANNACIO,38.7756877749283,16.2289741111399
C. MARGI A CURTI,38.612208618477,15.9716027404976
C. MARGIDONGO,38.665350227389,15.9606884465252
C. MARIA,38.7511615006531,16.2261713288082
C. MARINO,38.6328845675871,16.2694995751006
C. MARTA,38.7572731752151,16.2233987476816
C. MARTINO,38.7000059220647,16.2277236019269
C. MASSARA,38.5472667796193,15.9870919349426
C. MASSARA,38.5409135297789,15.9720081973166
C. MASTRA,38.61443781502,16.0474631703285
C. MASTRO,38.6925793538618,16.2122924304662
C. MELIA,38.6578118024984,16.3061758483744
C. MERCANTO,38.7438583059446,16.3287759338119
C. MESIANO,38.6322840567836,16.0028705424433
C. MICAGLIONE,38.4644741701146,16.3298224041932
C. MICHIENZI,38.7969876701403,16.3136872063954
C. MOCI,38.6658074783348,16.0689696221262
C. MOLE,38.7575316680811,16.2373631975429
C. MOLE,38.7512141551897,16.2915586620195
C. MONACELLI,38.664708728389,16.008000740611
C. MONASTALLA,38.6821227576148,16.3247477139816
C. MONTELEONE,38.573988083154,16.01431960892
C. MOTTOLA,38.656950200727,15.9553355074304
C. MUSOLINO,38.7392185030881,16.219569857255
C. MUZZOPAPPA,38.5309686738161,15.9919286567574
C. NAFRA,38.7194560067668,16.281957296929
C. NASO,38.5681511768438,15.9638808812605
C. NEGUS,38.5358712976663,15.9833564547069
C. NERONE,38.7645383807491,16.286964771448
C. NUCILLA,38.4613445103889,16.3683895773552
C. ORTONA,38.7011030724115,16.1089045814836
C. PAGLIANITI,38.569478565679,16.0219929093945
C. PANTANO,38.5442104804796,16.0393063090705
C. PAOLA,38.602965618192,16.0674509679745
C. PARISI,38.7479369486553,16.2515354290548
C. PARMINA,38.5916792757554,15.992097556332
C. PASSAVANTI,38.5925520698004,16.0164065026486
C. PERAINO,38.5918691513011,15.9856241039497
C. PETRACCHI,38.6129343885826,16.2551929642031
C. PETROFOLCO,38.7329281560001,16.2152866538409
C. PETROSE,38.6650294655461,15.9765689786066
C. PETROSO,38.5896888907401,16.0077775804771
C. PICCINNI,38.6547825406581,15.9712467352138
C. PIETRA PIANA,38.7339095188976,16.3288101555585
C. PIETRARI,38.6576963248206,15.9944787525332
C. PIETROGIANELLO,38.4732747946335,16.3807660584717
C. PIETROPAOLO,38.5434781019801,15.9864664067011
C. PIGNATARO,38.6569696679031,16.059781977452
C. PILEGGI,38.6682111773554,16.3173993143784
C. PILLA,38.6714789052967,16.3112864992619
C. PIOPPO,38.6372566018737,16.0371903363452
C. PIOPPO,38.7353517513315,16.2368078010949
C. PIPERNO,38.6725209724718,15.8808803647654
C. PIPIASTRO,38.5981979754334,15.965855848491
C. POGGIANI,38.5478043448046,16.031359734253
C. POLLITRO,38.5412732892894,15.9956845994343
C. PONGADI,38.6136840662922,16.135042769217
C. POVERTALE,38.6342052252751,15.953080369644
C. PRATO,38.8121756533941,16.2931196670047
C. PRENESTINI,38.5772351677931,15.9528551189549
C. PUGLIESE,38.5665887011924,15.9827189725577
C. QUAGLIA,38.6260464610766,15.9545806531895
C. RAPPIUBO,38.5023133852125,16.3290730615142
C. RESTA,38.7142612993259,16.219168610106
C. RIZZA,38.6113932922205,16.2133481847401
C. ROMANO,38.5779666355893,16.0158909435532
C. ROMANO,38.5594981016318,16.0388837168266
C. ROMANO,38.5055637323112,16.331701719608
C. ROSETO,38.7466677430706,16.1919187793152
C. ROVETO,38.5320923020178,15.9609328773195
C. RUGGERI,38.6315853125988,16.3438642810946
C. RUPOLA,38.6656228077234,16.0106801981866
C. RUSSO,38.5484548205643,15.9786851755792
C. S. GIACOMO,38.5912747154686,16.0558415149732
C. S. MARIA,38.5296251559786,15.9823995196206
C. S. ROCCO,38.6770945249178,16.2384024950911
C. S. SEBASTIANO,38.6066797498976,16.0062810161786
C. S. VENERE LIANA,38.5987749958325,16.0585466520388
C. SAIOLA,38.7212296242192,16.1467842235618
C. SALOMONE,38.7621365908305,16.2036970659452
C. SAMBRASE,38.4809116716672,16.3704447762435
C. SAMMARIZIO,38.6326685605731,15.9819776075819
C. SCALI,38.5557400419638,16.0620008465209
C. SCANNAPIECO,38.664320868718,16.0630051768861
C. SCARANO,38.5827203169477,16.07588812284
C. SCARDAMAGLIA,38.5512565952235,15.9884432683392
C. SCENDEMA,38.7276091823068,16.2284375068255
C. SCIORDELLA,38.534204744396,16.0045133063429
C. SCRISI,38.7236920905644,16.1809424163369
C. SCRUGLI,38.713577506322,16.0610429490598
C. SCUOTRAPITI,38.7376193072139,16.2328545107641
C. SCUTERI,38.54440860524,15.9765189593114
C. SERRAO,38.7679812712219,16.2214176781685
C. SERRAO,38.7874533013322,16.2788106980233
C. SERRAO,38.7838017895805,16.2822799107192
C. SERRAO,38.7727731281283,16.2805399202492
C. SERRAO,38.7835620362005,16.3127960667984
C. SETTE AMMUCCIATO,38.4802251976148,16.3527538291044
C. SIMILEO,38.6603078531762,15.9925725011878
C. SOLANO,38.5598686430036,15.9941391782411
C. SOLANO,38.6201621691023,15.9806928072794
C. SPARACELLO,38.7033705924799,16.2127161346695
C. SPATAFORA,38.6334093845853,16.0238076777678
C. SPEZZARO,38.6514393490396,15.8570750675724
C. STAGLIATI,38.5320257171102,15.9766039462442
C. STILLETANO,38.7268716893368,16.2040483740572
C. STILLITANI,38.7542320263645,16.2003534962687
C. STINA,38.526858143072,15.9552190024029
C. SUVARITO,38.6481922294413,15.8574730558521
C. TABACCARO,38.7379296739584,16.1889776563632
C. TIGLIA,38.4424266145494,16.3294749956778
C. TORALDO,38.5591427131225,16.0219268610696
C. TORCHIA,38.7674415414961,16.2502992613224
C. TORRE,38.7473167416693,16.2755627507383
C. TORRE DEL MARCHESE,38.6224906066709,16.1245444815043
TRAINARO C.,38.6133017942873,16.3461647135563
TRE CROCI C.,38.6887070808293,16.2198385237536
TRENTA TARI C.,38.4861602698004,16.3334197134417
TRISCIANO C.,38.6649988088355,15.988798246568
UMBRA C.,38.6049145126767,16.2768158238298
URINO C.,38.6178242833979,16.0024164426504
NATALE C. V.LE,38.6501642099622,16.0090264995962
VACCARELLA C.,38.584733843221,16.056664218223
VALENTE C.,38.5826587296517,16.0539358044675
VARANO C.,38.7571023466124,16.2747932354238
VARCARO C.,38.6986243244141,16.223698243165
VARILLARO C.,38.4640183818369,16.3608753683228
VASCA C.,38.7020600780151,16.2165579304585
VERDERAME C.,38.7295341542819,16.2158388663935
VINA C.,38.7437393492706,16.1980605874053
VINDO C.,38.696901616827,16.2082487637946
ZU PEPPE C.,38.4572590372274,16.3484625156863
C.LA BELLARDINA,38.511499261928,16.2744874010881
C.LA DEL MONACO,38.5759766582567,16.2942229745717
C.LE D'ARENA,38.55415397217,16.2824702093902
C.LE PIANE,38.6447554712395,16.0360344479157
C.LE UMBRA,38.6045892539914,16.2834823533227
C.LE VARATTA,38.5937931964646,16.3063123216567
C.SE ABATE MICHELE,38.5927684948725,15.9598236477232
C.SE BEVILACQUA,38.7408851944516,16.1854482864823
C.SE BUFALORIO,38.6956088795645,16.3330110343439
C.SE COTURA,38.6686891557581,16.0051714007509
C.SE CUCCHE,38.5318734630576,16.2282106525574
C.SE D'ACQUINO,38.6284208765768,15.9606549513519
C.SE GALATI,38.5252825818143,16.2155831000968
C.SE GALLINARO,38.6263284696695,15.9921727789227
C.SE LA MENTA,38.6715862979078,16.1430374972491
C.SE MASSITELLI,38.5384595450706,15.974510900517
C.SE MODULE,38.7165552499918,16.0655613544685
C.SE MONGIO,38.6764244980227,16.1605190187187
C.SE NUOVE,38.7153701483236,16.2904876950316
C.SE PAGLIARONE,38.6352184370247,16.0168364428757
C.SE PALERMI,38.7884412790239,16.3228102595811
C.SE PATA,38.5797052974966,15.9917950388135
C.SE PIME,38.7307685160154,16.2071624605197
C.SE PIPIOLO,38.6569905394845,16.0291886240556
C.SE PISANI,38.7075426183703,16.0735701260466
C.SE S. BASILE,38.6782954007114,16.1425694092681
C.SE S. NICOLO,38.6024480342557,15.9889269131284
C.SE SORBILLI,38.5664468443722,15.9770582163709
C.SE TANTIGHI,38.5374816639429,16.239045235018
CACCIAFORA,38.6362967507921,16.0726788110924
CACCIO,38.6545838080971,16.0957292824656
CAFAROTTO,38.6246532041033,16.2615315134888
CAFONE,38.6352819869172,16.2451505575745
CAGLIOPE,38.6459115361185,15.8526425909181
CALABRO,38.6101634742457,16.0795022659365
CALABRO,38.6116609053694,16.0754243947506
CALAMACI,38.5559372696256,15.9205883038514
CALATE DI SOTTO,38.7007347760727,15.9731444860831
CALCARI,38.6530631281402,16.269315561454
CALCINARA,38.603097849527,16.2068463453836
CALDARARO,38.6320740970665,16.0604033510705
CALIFANI,38.599357216432,16.0737708646372
CALIMERA,38.5561940227943,16.0190388917645
CALLIA,38.6153423544882,15.8736104890653
CALOREA,38.5623719546684,16.1106257801224
CAMALE,38.6490203591481,16.0316831459509
CAMMARA,38.5233082945159,16.1848871083601
CAMMERI,38.5722084608506,16.2291497049574
CAMPANARO,38.5507630537033,15.9633273441762
CAMPANARO,38.7537260826504,16.2843999144353
CAMPIA,38.6130383751226,15.8536660778622
CAMPO,38.6713323748846,15.9857817001248
CAMPO,38.7026353828353,16.0341321310088
CAMPO,38.7840810730944,16.2607557610364
CAMPOLONGA,38.7565572414264,16.233214809848
CAN.LE IONA,38.7094081276818,15.9801857730749
CANACELLA,38.65657437125,15.973592464598
CANALE SPEZIALE,38.8115250217784,16.2272977896685
CANALICCHIA,38.6201801101707,16.209809001424
CANCELLO,38.6267764364495,15.8406406653563
CANDELORO,38.5708345772099,16.1181255370877
CANICI,38.6689317553275,15.9947146343049
CANNA MARIA,38.5919279711613,15.9288558266973
CANNALI DI GRIAMI,38.4505821561504,16.3294756764973
CANNAZZI,38.5641115080913,16.1850289096928
CANNELLA,38.5910915572142,16.3396299311159
CANNELLA,38.8099406588388,16.2988262643606
CANNETO,38.6179650449807,16.2633555225264
CANNOLO,38.5587013533966,16.0849870195891
CANT.RA,38.7285648456896,16.2530149676649
CAPISTRANO,38.6921284910102,16.2898055077796
CAPPELLANO,38.5547595551258,16.0950614201383
CAPPETELLI,38.6465163671585,16.1281833923806
CAPRELLI,38.6338047729244,16.0820052077084
CARABUSERE,38.6125371482286,16.3054921907581
CARACCIOLO,38.577986438831,16.0830269996921
CARCARELLO,38.6871606530026,16.1674069644059
CARCIADI,38.6260641927464,15.9070440300082
CARCORANTE,38.7635607350932,16.2600837687588
CARDILLA,38.655298499824,16.2279023520982
CARDILLO,38.6570477076076,15.9068600403519
CAREDA,38.6602484617772,15.9296112696025
CAREDONTI,38.5636681049671,16.0974118265474
CARIA,38.6461971399964,15.9034367909166
CARIGLIO,38.6478257764086,16.2653161751809
CARIOLA,38.6589865244861,16.1441358872175
CARONI,38.5677990510283,15.9606736547472
CARONITI,38.5936213153312,15.9048098688639
CARPENZANO,38.6814262997987,16.0628328253611
CARPITA,38.6886411552072,16.0641928278931
CARRA,38.651526987581,16.0657005237684
CARRA,38.6297408778096,16.2176667917413
CARRA,38.7133210819846,16.2046836152925
CARRATELLO,38.5594903772015,15.9845160480765
CARRERI,38.6419892381003,16.1331911007933
CARRICELLA,38.6106452562502,16.2957185352891
CARRIERE,38.6229458009963,16.0974876503902
CARROMONACO,38.6542437575244,16.2054172003556
CARRUCCIO,38.6784527327804,15.9249608125937
CARRUCCIO,38.6549133747664,16.2112549996976
CARUSO,38.6274929531733,15.9780240371934
CAS.MA DEL FAGGIO DEL RE,38.5078438615005,16.2516230220077
CAS.MA DI IOCA,38.5361721998346,16.2452527717904
CAS.MA DI LATRO,38.5439381009245,16.2689438860132
CAS.MA DI PIETRATONDA,38.5164082505447,16.2487776144791
CAS.O CORSI,38.5870331200575,15.9723081930019
CAS.O DI FRANCIA,38.6433001464706,16.0139171386677
CAS.O DI MUTARI,38.626205726522,16.1392034330766
CAS.O DONATO,38.7296004957934,16.2589462073383
CAS.O FRAZIO,38.7284169972394,16.2650685597838
CAS.O MORTELLETO,38.5233110341971,15.9358081955717
CAS.O MORTILLA,38.7323988461391,16.2601688016941
CAS.O PESCIA,38.7270407201224,16.2640089481396
CAS.O SANTO LIA,38.7042124461412,16.2955311249668
CASAZZA,38.5522390533523,15.9547629180985
CASELELLO,38.5870503695851,16.0394987769103
CASELELLO LUPARO,38.5901259869314,16.0422414121824
CASETTA,38.4467637746023,16.2757542851848
CASIMBADI,38.5889287769888,15.9859283591207
CASSARI,38.442313485107,16.2945135032249
CASTAGNARA,38.6685921516025,16.0122392349188
CASTAGNARA,38.6302091548029,16.0382491171343
CASTAGNERELLA,38.6080881602214,16.101062757789
CASTAGNETO DI ALU,38.5580989693266,16.2081248482816
CASTEGGHIA,38.5812664571221,16.2290170838695
CASTEL MONARDO,38.7765126450238,16.3162354202616
CASTELLACE,38.7318301229259,16.2948909342929
CASTELLANO,38.7438841086498,16.2927268123409
CASTELLANO,38.7672505151331,16.275480281991
CASTELLO,38.7095802402551,16.0880805164406
CASTELLUCCIO,38.4998197884881,16.3216765995842
CASTIGLIONE,38.6405832996832,16.3125041741517
CATTARINELLA,38.5420725509916,16.317894404562
CATTIVA,38.5690505608272,16.073824676945
CAUSOLI,38.6621111417496,16.1957222197126
CAUZO,38.6172973485454,15.9719470651769
CAVA,38.457181975077,16.3744767502672
CAVA PRISA,38.5887701437369,16.2403970492616
CEFALA,38.6608719935215,16.037634334955
CEFALA,38.6087546725284,16.0621043317135
CELIA,38.7508570761557,16.314693896118
CELIA (SEDE COM.LE),38.7503637177695,16.3128896831019
CELLIA,38.4694826742813,16.3059689423444
CENSI,38.5983810920521,16.0789812456585
CEPARI,38.6033294871321,16.0808239019814
CERALUPO,38.6096752097358,16.091336134488
CERASA,38.6237724897099,16.0272891748591
CERASARA,38.5761951005197,15.9433015640412
CERASARA,38.7857928727051,16.3588549512109
CERASO,38.6381872996863,15.9663923314663
CERESARA,38.6350432435291,16.2548431807019
CERESARA,38.7212725072316,16.2439383807045
CERONTA,38.6969836358847,16.0209762039592
CERVO,38.445140119077,16.337305288328
CESSANITI,38.6636448386592,16.0267092587034
CETRARA,38.7731118251027,16.2441822219622
CHIANCA,38.5959796380817,15.9572597551208
CHIANO,38.5616716485083,15.9372580976785
CHIARASERELLA,38.5995284144798,16.2691069157707
CHIARELLO,38.678648847397,15.9816054585345
CHIARELLO,38.6692142311674,16.0679397840878
CHIESOLA,38.5534987896247,15.969251193098
CHIESOLA,38.6172439814157,16.1634470586321
CHIESULA,38.7141886361696,15.9998848639383
CHIUPPARELLI,38.6475719746195,16.0616200055046
CHIUSA,38.6251961405327,16.0842307799407
CHIUSA,38.710443742202,16.2975642752324
CHIUSE,38.6836795089957,16.2206269136429
CHIUSELLE,38.6812772107497,16.3029579904906
CHIUSI,38.7871661994497,16.3063916547887
CIANO,38.5768670060232,16.2127785537732
CIARAMITI,38.6506095758978,15.8620756282956
CIARANO,38.6529412766986,16.2137270289828
CIARASARA,38.6886547256769,16.3072424298142
CIARASARELLE,38.6838129660339,16.3163172565193
CIARASI,38.5708456298774,16.1677490306204
CIDONIO,38.7712422749997,16.2292546576094
CIFARO,38.7318837819344,16.2324107709686
CIMAURO,38.6054260428107,16.3655866284123
CIPOLLATA,38.596902739001,16.1463188947674
